0.624547,0.890625  
0.470932,0.844600  
0.349334,0.843750  
0.214174,0.935700  
0.247068,0.906250  
0.153135,0.953200  
0.096928,0.984375  
0.127408,0.961400  
0.101637,0.953125  
0.118088,0.963200  
0.190178,0.937500  
0.117570,0.963300  
0.063106,0.984375  
0.107328,0.966300  
0.081976,0.968750  
0.093451,0.970100  
0.012566,1.000000  
0.077160,0.974800  
0.117692,0.953125  
0.073157,0.977300  
0.022027,1.000000  
0.071879,0.977800  
0.051616,0.968750  
0.061495,0.979200  
0.102171,0.953125  
0.058298,0.980400  
0.012889,1.000000  
0.061530,0.979000  
0.038411,0.984375  
0.058232,0.981600  
0.020253,1.000000  
0.060128,0.981200  
0.046561,1.000000  
0.061653,0.980300  
0.077385,0.953125  
0.065734,0.979000  
0.032732,1.000000  
0.050295,0.983900  
0.060791,0.968750  
0.054070,0.982400  
0.019123,1.000000  
0.049557,0.983300  
0.020712,1.000000  
0.046044,0.985300  
0.075854,0.984375  
0.046051,0.984900  
0.096661,0.968750  
0.057795,0.981400  
0.006001,1.000000  
0.051297,0.982700  
0.042298,0.984375  
0.039027,0.987500  
0.008594,1.000000  
0.039555,0.986800  
0.028251,0.984375  
0.041385,0.987300  
0.031205,0.984375  
0.041567,0.986400  
0.054626,0.984375  
0.040464,0.986500  
0.015399,1.000000  
0.045293,0.985900  
0.023235,1.000000  
0.040398,0.987300  
0.003946,1.000000  
0.039585,0.987900  
0.033259,0.984375  
0.040978,0.986400  
0.014130,1.000000  
0.039747,0.986500  
0.034166,0.984375  
0.040302,0.986700  
0.021736,0.984375  
0.042118,0.986300  
0.020697,0.984375  
0.042038,0.987200  
0.037785,0.984375  
0.042198,0.986500  
0.011346,1.000000  
0.037818,0.988100  
0.052895,0.984375  
0.039523,0.987700  
0.005574,1.000000  
0.036585,0.988600  
0.009826,1.000000  
0.034169,0.989100  
0.016881,0.984375  
0.039021,0.987500  
0.013974,1.000000  
0.037893,0.987300  
0.002169,1.000000  
0.047236,0.985700  
0.009196,1.000000  
0.040502,0.987200  
0.012902,1.000000  
0.036486,0.988900  
0.002063,1.000000  
0.037953,0.987700  
0.003730,1.000000  
0.037776,0.988000  
0.034267,0.984375  
0.034415,0.989400  
0.041168,0.968750  
0.035652,0.988500  
0.010067,1.000000  
0.031986,0.990000  
0.026754,0.984375  
0.037139,0.988200  
0.070654,0.984375  
0.037352,0.987300  
0.024493,1.000000  
0.034148,0.988100  
0.071268,0.968750  
0.033070,0.990700  
0.014757,1.000000  
0.035512,0.988400  
0.002123,1.000000  
0.029907,0.989900  
0.005028,1.000000  
0.042394,0.987000  
0.000496,1.000000  
0.034361,0.989400  
0.114312,0.968750  
0.036282,0.988000  
0.005134,1.000000  
0.033724,0.989400  
0.005906,1.000000  
0.032592,0.989700  
0.026499,0.984375  
0.036703,0.988100  
0.004093,1.000000  
0.035353,0.989000  
0.034864,0.984375  
0.034563,0.988800  
0.004440,1.000000  
0.032389,0.989800  
0.001313,1.000000  
0.032596,0.989100  
0.009794,1.000000  
0.032060,0.990400  
0.004137,1.000000  
0.031035,0.989900  
0.004590,1.000000  
0.034212,0.990200  
0.002671,1.000000  
0.036592,0.989300  
0.004434,1.000000  
0.032012,0.990200  
0.017657,1.000000  
0.033074,0.989800  
0.006187,1.000000  
0.032916,0.990000  
0.002728,1.000000  
0.033189,0.990200  
0.003300,1.000000  
0.031768,0.990100  
0.004309,1.000000  
0.030554,0.990200  
0.004114,1.000000  
0.031307,0.989600  
0.002093,1.000000  
0.033480,0.989900  
0.028684,0.984375  
0.032997,0.990000  
0.006300,1.000000  
0.036964,0.988200  
0.001218,1.000000  
0.031013,0.989300  
0.003773,1.000000  
0.034230,0.988700  
0.001446,1.000000  
0.032812,0.990200  
0.029216,0.984375  
0.033059,0.989300  
0.028598,0.984375  
0.034746,0.989400  
0.044865,0.968750  
0.036754,0.988300  
0.001943,1.000000  
0.030386,0.990000  
0.012720,1.000000  
0.031345,0.989500  
0.006318,1.000000  
0.031118,0.990300  
0.042300,0.984375  
0.028822,0.990400  
0.005023,1.000000  
0.029673,0.989500  
0.011477,1.000000  
0.029822,0.990100  
0.099795,0.968750  
0.032000,0.989900  
0.002175,1.000000  
0.030888,0.990000  
0.002523,1.000000  
0.028687,0.990400  
0.020095,0.984375  
0.029550,0.990300
###
